sm;sup_m2;TOT_POB;HOGARES;sup_ev;OBJETIVO;ESC;HOSP;LAYER;ID_USO;POB_X_MANZ;BARRIOS;COMUNAS;x_cen;y_cen;coorCENTRO;coorCENT_1;densidad_pob
067-005B;6367.41;880;310;0;0;0;0;RESIDENCIAL ABIERTO;5;142.33566;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639370.647;6168658.685;-58.4803745;-34.61837833;0.022353776
079-093;9657.89;933;324;0;0;0;0;RESIDENCIAL ABIERTO;5;159.28962;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638693.926;6168623.657;-58.48774511;-34.61878566;0.016493211
079-105;13852.08;933;324;0;0;0;0;RESIDENCIAL ABIERTO;5;228.46528;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638872.677;6168608.966;-58.48579429;-34.61889387;0.016493211
079-081;9524.15;884;336;3376.65;1;0;0;RESIDENCIAL ABIERTO;5;155.44698;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638527.678;6168651.47;-58.48956179;-34.61855748;0.016321349
079-119A;6712.73;838;297;0;0;0;0;RESIDENCIAL ABIERTO;5;124.18827;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639016.449;6168676.965;-58.4842383;-34.61826165;0.018500412
067-017A;6390.46;880;310;0;0;0;0;RESIDENCIAL ABIERTO;5;142.85091;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639521.652;6168677.04;-58.47873155;-34.61819241;0.022353776
067-028B;10868.77;903;370;0;0;0;0;RESIDENCIAL ABIERTO;5;249.09321;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639682.49;6168669.744;-58.47697721;-34.61823627;0.022918252
079-137;13977.19;854;279;0;0;0;0;RESIDENCIAL ABIERTO;5;241.89541;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639198.742;6168673.211;-58.48225067;-34.61827077;0.017306441
067-006A;6366.55;813;303;0;0;0;0;RESIDENCIAL ABIERTO;5;131.29155;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639332.777;6168718.159;-58.48079706;-34.61784754;0.020622087
079-094;9678.75;884;336;0;0;0;0;RESIDENCIAL ABIERTO;5;157.97026;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638596.565;6168720.351;-58.48882216;-34.61792748;0.016321349
079-106;13851.09;933;324;0;0;0;0;RESIDENCIAL ABIERTO;5;228.44895;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638775.517;6168705.537;-58.48686916;-34.61803679;0.016493211
067-017B;6370.27;880;310;0;0;0;0;RESIDENCIAL ABIERTO;5;142.39959;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639487.657;6168730.287;-58.47911086;-34.61771721;0.022353776
067-040A;5666.15;804;318;0;0;0;0;RESIDENCIAL ABIERTO;5;125.88101;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639839.208;6168716.04;-58.47527661;-34.61779775;0.022216321
079-119B;9962.39;838;297;0;0;0;0;RESIDENCIAL ABIERTO;5;184.30831;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638976.668;6168726.885;-58.4846801;-34.6178172;0.018500411
079-120A;3734.66;815;286;0;0;0;0;RESIDENCIAL ABIERTO;5;84.81527;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638885.376;6168757.043;-58.48568012;-34.61755779;0.022710306
079-082;9477.68;821;290;3376.65;1;0;0;RESIDENCIAL ABIERTO;5;163.12473;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638430.668;6168747.898;-58.49063495;-34.61770164;0.017211462
067-040B;3911.56;804;318;0;0;0;0;RESIDENCIAL ABIERTO;5;86.90047;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639783.661;6168763.576;-58.4758899;-34.61737696;0.02221632
067-006B;6362.2;813;303;0;0;0;0;RESIDENCIAL ABIERTO;5;131.20184;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639298.777;6168771.535;-58.48117642;-34.61737117;0.020622087
079-120B;4596.59;815;286;0;0;0;0;RESIDENCIAL ABIERTO;5;104.38997;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638845.436;6168806.424;-58.48612354;-34.61711822;0.022710307
067-018A;6386.03;813;303;0;0;0;0;RESIDENCIAL ABIERTO;5;131.69327;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639449.784;6168789.896;-58.47953347;-34.61718521;0.020622088
079-129A;4602.66;815;286;0;0;0;0;RESIDENCIAL ABIERTO;5;104.52782;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638969.424;6168808.558;-58.48477243;-34.6170822;0.022710307
067-052C;154.32;1348;521;0;0;0;0;RESIDENCIAL ABIERTO;5;5.15205;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639854.185;6168830.442;-58.47513221;-34.61676481;0.033385498
067-052B;5229.66;1348;521;0;0;0;0;RESIDENCIAL ABIERTO;5;174.59473;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639909.828;6168782.507;-58.47451781;-34.61718918;0.033385484
067-029;13881.3;880;310;0;0;0;0;RESIDENCIAL ABIERTO;5;310.29948;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639621.315;6168775.307;-58.47766139;-34.61729335;0.022353777
079-138;13895.9;666;236;0;0;0;0;RESIDENCIAL ABIERTO;5;221.57866;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639127.101;6168785.878;-58.48305003;-34.61726521;0.015945614
079-095;9659.18;821;290;0;0;0;0;RESIDENCIAL ABIERTO;5;166.24861;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638499.442;6168816.821;-58.48989656;-34.61707128;0.017211462
079-107;13837.97;884;336;0;0;1;0;RESIDENCIAL ABIERTO;5;225.85434;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638678.139;6168802.132;-58.48794637;-34.61717951;0.016321349
067-052A;6274.06;1348;521;0;0;0;0;RESIDENCIAL ABIERTO;5;209.46253;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639961.432;6168824.82;-58.4739623;-34.61680085;0.033385484
067-018B;6384.04;813;303;0;0;0;0;RESIDENCIAL ABIERTO;5;131.65223;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639415.734;6168843.104;-58.47991335;-34.61671037;0.020622087
079-083;9536.99;914;324;0;0;0;0;RESIDENCIAL ABIERTO;5;192.02481;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638333.335;6168844.537;-58.49171164;-34.61684392;0.02013474
079-129B;4587.08;815;286;0;0;0;0;RESIDENCIAL ABIERTO;5;104.17399;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638934.881;6168862.635;-58.48515779;-34.61659958;0.022710306
079-121A;5440.72;884;336;0;0;0;0;RESIDENCIAL ABIERTO;5;88.79989;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638801.685;6168860.639;-58.4866093;-34.61663558;0.016321349
067-041;13294.58;804;318;0;0;0;0;RESIDENCIAL ABIERTO;5;295.35666;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639742.758;6168850.39;-58.47635004;-34.61660023;0.022216321
067-007;13879.96;666;236;0;0;0;0;RESIDENCIAL ABIERTO;5;221.32449;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639243.907;6168857.441;-58.4817886;-34.6166045;0.015945614
079-121B;6174.61;884;336;0;0;1;0;RESIDENCIAL ABIERTO;5;100.77796;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638761.385;6168910.813;-58.48705677;-34.6161889;0.016321348
079-130A;4595.87;815;286;0;0;0;0;RESIDENCIAL ABIERTO;5;104.37362;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638897.758;6168921.108;-58.485572;-34.61607769;0.022710307
079-096;9691.07;914;324;0;0;0;0;RESIDENCIAL ABIERTO;5;195.12717;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638402.017;6168913.58;-58.49097428;-34.6162125;0.02013474
079-108;13845.47;821;290;0;0;0;0;RESIDENCIAL ABIERTO;5;238.30078;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638581.074;6168898.619;-58.48902014;-34.61632315;0.017211462
067-030;13924.93;813;303;0;0;1;0;RESIDENCIAL ABIERTO;5;287.16112;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639549.407;6168888.116;-58.47846374;-34.61628658;0.020622087
079-139;13994.59;897;319;0;0;0;0;RESIDENCIAL ABIERTO;5;230.51798;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639055.191;6168898.947;-58.48385239;-34.61625607;0.016471935
079-084;9539.04;990;349;0;0;0;0;RESIDENCIAL ABIERTO;5;180.33823;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638236.068;6168941.366;-58.49278763;-34.61598447;0.018905281
067-019;13991.11;666;236;0;0;1;0;RESIDENCIAL ABIERTO;5;223.09685;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639360.757;6168929.324;-58.48052676;-34.61594088;0.015945615
067-053;14177.83;1348;521;0;0;0;0;RESIDENCIAL ABIERTO;5;473.33371;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639857.493;6168923.288;-58.47511146;-34.6159277;0.033385484
079-130B;4593.32;815;286;0;0;0;0;RESIDENCIAL ABIERTO;5;104.31571;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638863.385;6168975.176;-58.48595551;-34.61559511;0.022710308
079-122A;6975.77;821;290;0;0;0;0;RESIDENCIAL ABIERTO;5;120.0632;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638717.539;6168965.21;-58.48754357;-34.61570464;0.017211462
079-140B;3656.96;897;319;0;0;0;0;RESIDENCIAL ABIERTO;5;60.23721;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638945.862;6168989.105;-58.48505881;-34.61545844;0.016471936
067-031B;6074.89;1016;393;0;0;0;0;RESIDENCIAL ABIERTO;5;232.18833;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639449.028;6168983.289;-58.47957349;-34.61544261;0.038220993
067-042;13317.32;804;318;0;0;0;0;RESIDENCIAL ABIERTO;5;295.86186;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639670.724;6168963.446;-58.47715381;-34.61559126;0.022216321
067-008;13918.96;646;256;0;0;1;0;RESIDENCIAL ABIERTO;5;322.69305;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639172.386;6168970.213;-58.48258667;-34.61559799;0.023183704
079-109;13856.34;914;324;0;0;0;0;RESIDENCIAL ABIERTO;5;278.9938;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638483.876;6168995.147;-58.49009534;-34.61546643;0.02013474
079-097;9689.42;990;349;0;0;0;0;RESIDENCIAL ABIERTO;5;183.18121;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638304.847;6169010.286;-58.49204918;-34.61535415;0.018905281
079-122B;7742.67;821;290;0;0;0;0;RESIDENCIAL ABIERTO;5;133.26267;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638677.046;6169015.225;-58.48799311;-34.61525942;0.017211462
079-131A;4588.57;815;286;0;0;0;0;RESIDENCIAL ABIERTO;5;104.20783;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638826.212;6169033.65;-58.48637026;-34.61507322;0.022710306
067-031A;6662.36;1016;393;0;0;0;0;RESIDENCIAL ABIERTO;5;254.64202;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639504.033;6169017.16;-58.47897952;-34.61512991;0.038220994
079-140A;9062.85;897;319;0;0;0;0;RESIDENCIAL ABIERTO;5;149.28268;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639001.381;6169022.433;-58.48445914;-34.61515059;0.016471935
079-085;9520.42;990;349;0;0;0;0;RESIDENCIAL ABIERTO;5;179.98622;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638138.845;6169037.895;-58.49386305;-34.61512771;0.018905281
079-123;4207.37;1025;368;0;0;0;0;RESIDENCIAL ABIERTO;5;85.38585;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638551.67;6169063.743;-58.4893676;-34.61483915;0.020294353
079-110A;6162.62;914;324;0;0;0;0;RESIDENCIAL ABIERTO;5;124.08275;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638410.275;6169068.356;-58.49090952;-34.61481666;0.02013474
067-020;13945.44;646;256;0;0;0;0;RESIDENCIAL ABIERTO;5;323.30695;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639289.248;6169041.92;-58.48132468;-34.61493596;0.023183704
067-054;14540.96;1348;521;0;0;0;0;RESIDENCIAL ABIERTO;5;485.45698;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639787.166;6169035.347;-58.47589647;-34.6149275;0.033385483
079-131B;4588.04;815;286;0;0;0;0;RESIDENCIAL ABIERTO;5;104.19579;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638791.915;6169087.636;-58.48675292;-34.61459138;0.022710305
079-124B;6162.38;1025;368;0;0;0;0;RESIDENCIAL ABIERTO;5;125.06152;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638608.292;6169091.323;-58.48875494;-34.61458297;0.020294354
067-043;13277.04;838;350;0;0;0;0;RESIDENCIAL ABIERTO;5;279.21262;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639599.048;6169076.021;-58.47795358;-34.61458658;0.021029734
079-110B;6147.16;914;324;0;0;0;0;RESIDENCIAL ABIERTO;5;123.77147;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638363.401;6169114.982;-58.49142803;-34.61440282;0.02013474
067-009;13890.35;889;359;0;0;0;0;RESIDENCIAL ABIERTO;5;295.45097;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639100.764;6169082.764;-58.48338578;-34.61459347;0.021270232
079-098;9700.55;990;349;0;0;0;0;RESIDENCIAL ABIERTO;5;183.39162;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638207.528;6169106.861;-58.49312566;-34.61449699;0.018905281
079-124A;6159.81;972;356;0;0;0;0;RESIDENCIAL ABIERTO;5;131.55006;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638663.294;6169126.077;-58.48816112;-34.61426236;0.021356188
067-032;13845;1016;393;0;0;0;0;RESIDENCIAL ABIERTO;5;529.16965;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639405.918;6169113.773;-58.48006481;-34.61427264;0.038220993
079-141;13843.53;897;319;0;0;0;0;RESIDENCIAL ABIERTO;5;228.02973;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638912.358;6169124.476;-58.48544617;-34.61424312;0.016471935
079-132B;4036.24;972;356;0;0;0;0;RESIDENCIAL ABIERTO;5;86.1987;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638714.918;6169158.818;-58.48760378;-34.61396035;0.021356188
079-125;7761.56;1025;368;0;0;0;0;RESIDENCIAL ABIERTO;5;157.51584;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638469.207;6169166.046;-58.49028311;-34.61392839;0.020294353
067-021;13951.73;889;359;0;0;0;0;RESIDENCIAL ABIERTO;5;296.75654;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639217.618;6169154.686;-58.48212391;-34.61392953;0.021270232
067-055;14477.5;810;335;0;0;0;0;RESIDENCIAL ABIERTO;5;810;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639715.698;6169148.023;-58.476694;-34.61392189;0.055948886
079-132A;4811.6;972;356;0;0;0;0;RESIDENCIAL ABIERTO;5;102.75744;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638757.192;6169185.665;-58.48714741;-34.61371271;0.021356189
079-111;13916.89;990;349;0;0;0;0;RESIDENCIAL ABIERTO;5;263.10272;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638289.663;6169188.182;-58.49224368;-34.61375313;0.018905281
079-126B;6277.92;1025;368;0;0;0;0;RESIDENCIAL ABIERTO;5;127.40633;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638536.274;6169204.86;-58.48955844;-34.61356958;0.020294354
079-127B;5126.22;1025;368;0;0;0;0;RESIDENCIAL ABIERTO;5;104.03332;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638358.761;6169259.946;-58.49150223;-34.61309713;0.020294353
067-033;13880.94;678;267;0;0;0;0;RESIDENCIAL ABIERTO;5;339.32219;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639334.442;6169226.391;-58.48086236;-34.61326752;0.024445188
067-044;13259.74;838;350;0;0;1;0;RESIDENCIAL ABIERTO;5;278.84881;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639527.274;6169188.666;-58.47875441;-34.61358128;0.021029734
067-010;13898.33;897;319;0;0;0;0;RESIDENCIAL ABIERTO;5;228.93239;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639029.114;6169195.449;-58.4841852;-34.61358774;0.016471935
079-126A;6334.08;972;356;0;0;0;0;RESIDENCIAL ABIERTO;5;135.2718;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638590.783;6169240.181;-58.48897009;-34.61324394;0.021356187
079-142;13896.35;1057;434;0;0;0;0;RESIDENCIAL ABIERTO;5;269.31819;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638840.475;6169236.912;-58.48624805;-34.61323965;0.019380498
079-127A;5636.15;1025;368;0;0;0;0;RESIDENCIAL ABIERTO;5;114.38202;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638405.837;6169288.47;-58.49099378;-34.61283374;0.020294353
067-022;13953.42;889;359;0;0;0;0;RESIDENCIAL ABIERTO;5;296.79249;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639146.214;6169267.346;-58.48292066;-34.61292399;0.021270233
067-056;14559.59;769;288;0;0;0;0;RESIDENCIAL ABIERTO;5;384.73875;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5639644.12;6169260.494;-58.47749267;-34.61291812;0.026425109
079-133;10488.04;972;356;0;0;0;0;RESIDENCIAL ABIERTO;5;223.98456;VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA;11;5638665.063;6169286.744;-58.4881681;-34.61281431;0.021356189
